,anime_id,name,genre,type,episodes,rating,members,vote count
11555,5653,Mahou Shoujo Ai San: The Anime,"Demons, Hentai, School, Supernatural",OVA,3,6.43,1981,46
1888,5578,Aoyama Goushou Tanpenshuu,"Adventure, Comedy, Mystery, Police, Shounen",Special,7,7.41,2177,46
4210,23363,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: Ore no Imouto ga Konnani Eroge na Wake Nai,"Comedy, Romance",Special,1,6.78,3609,46
2849,912,Ninku,"Adventure, Shounen",TV,55,7.15,2424,46
1647,30790,Yowamushi Pedal: Re:ROAD,"Drama, Shounen, Sports",Movie,1,7.48,3088,46
11585,3062,Futago no Haha Seihonnou,Hentai,OVA,2,6.39,2372,46
1981,8423,Ookiku Furikabutte: Natsu no Scorebook,"Comedy, Sports",OVA,2,7.39,2167,46
4738,32190,Omoi no Kakera,Slice of Life,Special,1,6.65,2301,46
11375,6686,Chinetsu Karte: The Devilish Cherry,Hentai,OVA,2,6.73,2586,46
11429,3171,Ryoujoku Hitozuma Onsen,Hentai,OVA,2,6.63,2099,46
11606,3385,Dorei Ichiba,Hentai,OVA,3,6.37,2049,46
1489,2553,Flanders no Inu,"Drama, Historical, Slice of Life",TV,52,7.52,2411,46
3929,3964,Turn A Gundam II Movie: Moonlight Butterfly,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,6.85,2396,46
4475,3963,Turn A Gundam I Movie: Earth Light,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,6.72,2444,46
5348,4070,Black Jack: Dr. Pinoko no Mori no Bouken,Comedy,Special,1,6.48,1272,46
1929,3727,Doraemon Movie 01: Nobita no Kyouryuu,"Adventure, Comedy",Movie,1,7.4,1773,46
5605,2027,Wind: A Breath of Heart Specials,"Comedy, Romance, School",Special,4,6.41,1335,46
4212,17573,Planetarium Uchuu Kyoudai: Itten no Hikari,"Comedy, Sci-Fi, Seinen, Slice of Life",Movie,1,6.79,2800,46
3989,2826,Oz no Mahoutsukai (1986),"Adventure, Fantasy, Kids",TV,52,6.83,1039,46
11643,3538,Dorei Kaigo,Hentai,OVA,3,6.32,1959,46
5100,27907,Gundam Build Fighters Specials,"Comedy, Mecha",Special,3,6.55,1795,46
4889,5849,Zettai Karen Children Recap,"Action, Comedy, Shounen, Supernatural",Special,1,6.61,1603,46
4147,3271,Bakuto Sengen Daigander,"Adventure, Mecha, Sci-Fi, Shounen",TV,39,6.79,1174,46
6123,12121,Towa no Kizuna,Music,Music,1,6.25,1692,45
6541,13691,Taisei Kensetsu: Shin Doha Kokusai Kuukou,Drama,Special,1,6.07,1705,45
6532,11543,Hate You,Music,Music,1,6.07,1222,45
6609,32961,Regalia: The Three Sacred Stars,"Action, Mecha, Sci-Fi",TV,13,6.03,16766,45
7689,2057,Ojousama Sousamou,"Action, Comedy, Mystery, Police",OVA,1,5.14,1427,45
4913,20155,Ro-Kyu-Bu! SS Recap,"Comedy, Ecchi, School, Sports",Special,1,6.6,2148,45
5325,1884,Himesama Goyoujin,Comedy,TV,12,6.49,1623,45
4746,19919,Tesagure! Bukatsumono,"Parody, School, Slice of Life",TV,12,6.65,5670,45
4462,2733,Mobile Police Patlabor: MiniPato,Parody,OVA,3,6.72,1831,45
11589,8292,Seitokaichou Hikaru,Hentai,OVA,1,6.39,2772,45
2962,2570,Ochame na Futago: Claire Gakuin Monogatari,"Comedy, Historical, Kids, School, Shoujo, Slice of Life",TV,26,7.12,1228,45
7363,1515,Sentou Yousei Shoujo Tasukete! Mave-chan,"Comedy, Parody, Sci-Fi, Shounen, Super Power",OVA,1,5.5,2100,45
11428,10546,Rinkan Club,Hentai,OVA,4,6.63,3107,45
2782,1803,Dirty Pair: Lovely Angels yori Ai wo Komete,"Action, Adventure, Comedy, Police, Sci-Fi",OVA,2,7.16,2038,45
5811,2023,Bakuen Campus Guardress,"Action, Comedy, School, Shounen, Supernatural",OVA,4,6.34,1491,45
6160,2179,Tokimeki Memorial: Forever With You,"Drama, Romance, School",OVA,2,6.24,1734,45
3278,711,Uchuu Senkan Yamato (Movie),"Drama, Military, Sci-Fi, Space",Movie,1,7.04,2154,45
3971,6527,Fresh Precure! Movie: Omocha no Kuni wa Himitsu ga Ippai!?,"Action, Comedy, Fantasy, Magic, Shoujo",Movie,1,6.83,2058,45
6703,3820,Space Station No.9,"Music, Sci-Fi",Music,1,5.99,1629,45
2910,2997,Hi no Tori: Houou-hen,"Drama, Fantasy, Historical",Movie,1,7.13,1323,45
6827,2727,Sweet Valerian,"Action, Comedy, Magic, School, Shoujo",TV,18,5.91,1680,45
11765,4494,Enyoku,Hentai,OVA,1,6.13,1748,45
3999,1001,Tide-Line Blue Special,"Adventure, Drama, Shounen",Special,1,6.83,1345,44
2354,3692,Yes! Precure 5 GoGo!,"Action, Fantasy, Magic, School, Shoujo",TV,48,7.29,3619,44
6551,858,Gunparade Orchestra,"Drama, Mecha, Military, Romance, Sci-Fi, Slice of Life",TV,24,6.06,2816,44
5955,4566,Prism Ark Specials,"Action, Comedy, Drama, Fantasy, Magic",Special,6,6.3,1636,44
3673,13053,Aimai Elegy,Music,Music,1,6.91,1646,44
2392,2036,Cosmic Baton Girl Comet-san,"Adventure, Comedy, Drama, Magic, Sci-Fi",TV,43,7.27,1763,44
11473,7581,Otome Chibaku Yuugi,Hentai,OVA,2,6.56,2552,44
5899,5725,Kodai Ouja Kyouryuu King: Yokuryuu Densetsu,"Action, Adventure, Game, Kids, Sci-Fi",TV,30,6.32,1710,44
11355,2681,Spaceship Agga Ruter,"Comedy, Hentai, Sci-Fi, Space",OVA,4,6.77,1180,44
2305,16442,Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,"Action, Kids, Magic, Shoujo",Movie,1,7.3,1963,44
5962,2102,Tattoon Master,"Adventure, Comedy, Slice of Life, Supernatural",OVA,2,6.3,1370,44
11726,4555,Yakata Jukujo,Hentai,OVA,2,6.2,2054,44
6406,2468,Nineteen 19,"Drama, Romance",OVA,1,6.13,1402,44
11440,30812,Gyakuten Majo Saiban: Chijo na Majo ni Sabakarechau The Animation,Hentai,OVA,1,6.6,2791,44
11667,2859,Ikusa Otome Valkyrie Shinshou,Hentai,OVA,2,6.28,2004,44
2653,3752,Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,"Adventure, Kids",Movie,1,7.2,925,44
3396,1481,"Urusei Yatsura: Haru da, Tobidase!","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Special,2,7.01,1815,44
1855,2677,Doraemon Movie 11: Nobita to Animal Planet,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,7.42,1581,44
3827,3602,Ginga Tetsudou 999: Eternal Fantasy,"Action, Drama, Sci-Fi, Space",Movie,1,6.87,1896,44
11501,5455,Saimin Jutsu The Animation 2nd,Hentai,OVA,2,6.52,2209,44
2588,10822,Ranma ½: Totteoki Talk Best of Memories,"Comedy, Martial Arts, Slice of Life",OVA,1,7.22,1996,44
1773,4703,Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,"Fantasy, Kids, Magic, Romance, Shoujo, Super Power",Movie,1,7.45,2210,44
4004,23487,Witch Craft Works Specials,"Comedy, Magic",Special,6,6.83,4311,44
2743,6217,Crayon Shin-chan Movie 03: Unkokusai no Yabou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.17,1617,44
11720,6689,Hitozuma Koukan Nikki,Hentai,OVA,2,6.2,2014,44
3315,1549,1000-nen Joou: Queen Millennia,"Adventure, Drama, Fantasy, Sci-Fi",Movie,1,7.02,2078,44
4742,17913,Redial,Music,Music,1,6.66,1710,44
4097,5484,Wagaya no Oinari-sama. Specials,"Adventure, Comedy, Fantasy, Shounen, Supernatural",Special,12,6.81,2259,44
7644,5017,Yume no Kakera,Music,Music,1,5.21,776,44
7334,5549,Dengeki Oshioki Musume Gootaman R: Ai to Kanashimi no Final Battle,"Action, Comedy, Ecchi, Parody",OVA,1,5.53,1258,43
6109,571,Moldiver,"Action, Comedy, Magic, Mecha, Romance, Sci-Fi",OVA,6,6.25,1584,43
7585,681,Tenbatsu Angel Rabbie☆,"Comedy, Magic, Sci-Fi",OVA,1,5.27,1192,43
3126,31196,Cardfight!! Vanguard G: GIRS Crisis-hen,"Action, Game, Shounen",TV,26,7.07,3060,43
11390,27603,Jutaijima,Hentai,OVA,2,6.71,2345,43
2085,4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,Comedy,TV,12,7.36,1615,43
2912,23425,Karneval Specials,Comedy,Special,11,7.13,4415,43
11882,7612,Haha Sange,Hentai,OVA,2,5.95,2317,43
5957,839,Samurai Spirits 2: Asura Zanmaden,"Action, Fantasy, Martial Arts, Samurai, Super Power",OVA,2,6.3,1317,43
6125,6616,Watashi no Coffee Samurai: Jihanki-teki na Kareshi,"Action, Romance, Samurai, Sci-Fi",Special,1,6.25,1335,43
7666,8952,Nougyou Musume!,Comedy,Special,1,5.17,1133,43
4027,2704,Kaiketsu Jouki Tanteidan,"Action, Mecha, Mystery, Police",TV,26,6.82,2128,43
11674,15845,Chikan no Licence,Hentai,OVA,2,6.27,2599,43
6502,4264,Ultraviolet: Code 044,"Action, Sci-Fi",TV,12,6.09,3784,43
6990,1411,VS Knight Lamune &amp; 40 Fresh,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",OVA,6,5.81,1381,43
11360,19569,Junjou Shoujo Et Cetera,Hentai,OVA,2,6.75,2640,43
5782,7230,Hoshi ni Negai wo: Cold Body + Warm Heart,"Adventure, Sci-Fi",ONA,1,6.35,1217,43
4397,10949,Ghost in the Shell: Stand Alone Complex - Tachikoma no Hibi Fan Disc,"Comedy, Mecha, Sci-Fi",Special,3,6.73,3159,43
6806,9708,Mobile Suit Gundam ZZ: Gundam Frag.,"Action, Mecha, Military, Sci-Fi",OVA,2,5.92,2058,43
6868,1775,Jikuu Tenshou Nazca,"Action, Adventure, Drama, Fantasy, Magic",TV,12,5.88,3080,43
11302,16059,Aku no Onna Kanbu: Full Moon Night,"Hentai, Supernatural",OVA,1,6.85,3613,43
7718,1621,Haru no Ashioto The Movie: Ourin Dakkan,"Action, Comedy, School",Movie,1,5.11,1243,43
4425,10324,Tono to Issho: Gantai no Yabou,"Comedy, Historical, Parody, Samurai, Seinen",TV,12,6.73,1993,43
11436,23305,Shin Sei Yariman Gakuen Enkou Nikki The Animation,Hentai,OVA,1,6.62,2563,43
1921,32174,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.","Comedy, Drama, Music",Special,1,7.41,2602,43
2764,2586,Soukou Kihei Votoms: Kakuyaku taru Itan,"Drama, Mecha, Military, Sci-Fi",OVA,5,7.17,1761,43
6434,5027,Stitch!,"Adventure, Comedy, Kids",TV,25,6.12,2569,43
5354,21575,Ghost in the Shell: Arise - Logicoma Specials,"Mecha, Sci-Fi",Special,4,6.48,3083,43
2015,10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,"Comedy, Martial Arts, Slice of Life",OVA,1,7.38,2242,43
7914,11691,Bloody Date,Horror,ONA,1,4.66,1891,43
11593,17747,Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,Hentai,OVA,2,6.38,2646,43
11421,29705,Shoujo Kyouiku,Hentai,OVA,2,6.64,2680,43
7678,4389,Amada Anime Series: Super Mario Brothers,"Adventure, Comedy, Shounen",OVA,3,5.15,1552,43
6366,2245,Seraphim Call,"Drama, Romance, Sci-Fi",TV,12,6.15,2434,43
11456,5603,Shin Ringetsu,"Drama, Hentai, Supernatural",OVA,2,6.59,2295,43
5998,10177,DD Hokuto no Ken,"Parody, Seinen",TV,12,6.28,2348,43
11573,8653,Mahou Shoujo Isuka,Hentai,OVA,3,6.41,2600,42
11679,2328,Kyouhaku II (Second): Mou Hitotsu no Ashita The Animation,Hentai,OVA,3,6.27,1586,42
5227,1999,Sakura Taisen: Sumire,"Adventure, Drama, Mecha, Sci-Fi, Shounen",OVA,1,6.52,1655,42
11912,10325,Kyuuketsuki,"Hentai, Vampire",OVA,2,5.91,3281,42
7929,2475,6 Angels,"Action, Sci-Fi",ONA,6,4.59,1890,42
11173,29261,Genkaku Cool na Sensei ga Aheboteochi!,Hentai,OVA,2,7.22,2962,42
4961,562,Sakura Taisen: Le Nouveau Paris,"Adventure, Mecha, Sci-Fi, Shounen",OVA,3,6.59,1608,42
4255,5865,Nanaka 6/17 Special,"Comedy, Drama, Romance, Shounen, Slice of Life",Special,1,6.77,1229,42
12054,9375,Netorare: Tanabe Yuuka no Dokuhaku,Hentai,OVA,1,5.65,2042,42
11391,5054,Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,Hentai,OVA,2,6.71,2247,42
5009,2726,Sukeban Deka,"Action, Drama, Police, School, Shoujo",OVA,2,6.58,1663,42
12133,3793,Dyogrammaton,Hentai,OVA,2,5.48,1661,42
6162,31736,Valkyrie Drive: Mermaid Specials,"Action, Ecchi, Fantasy, Shoujo Ai",Special,6,6.24,5679,42
6538,3095,Sono Kinisasete yo: My My Mai,"Comedy, Ecchi, Supernatural",OVA,2,6.07,1018,42
2261,27825,Dragon Nest: Warriors&#039; Dawn,"Action, Adventure, Fantasy, Magic",Movie,1,7.31,1928,42
4688,31144,Mottainai,Slice of Life,Special,1,6.66,2234,42
3964,1893,Azuki-chan,"Comedy, Romance, Shoujo, Slice of Life",TV,117,6.83,1399,42
5966,4584,Topo Gigio,"Adventure, Comedy, Kids",TV,21,6.3,981,42
2864,1207,Wata no Kuni Hoshi,"Drama, Fantasy, Psychological, Romance, Shoujo",Movie,1,7.15,1835,42
4932,25457,Avengers Confidential: Black Widow to Punisher,"Action, Sci-Fi, Seinen",Movie,1,6.59,1742,42
3969,1756,Di Gi Charat Natsuyasumi Special,Comedy,Special,4,6.83,1609,42
2859,8250,Soukou Kihei Votoms: Koei Futatabi,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.15,1590,42
5394,8743,Memory (ONA),"Drama, Military, Sci-Fi, Slice of Life",ONA,1,6.47,1505,42
1990,7861,The Rose and Women of Versailles,"Adventure, Comedy, Drama, Historical, Romance, Shoujo",Special,1,7.39,1628,42
5951,1188,Momoiro Sisters,"Comedy, Slice of Life",TV,24,6.3,1366,42
2536,2429,Unico: Mahou no Shima e,"Adventure, Fantasy, Kids",Movie,1,7.24,1200,42
7976,2250,Roots Search: Shokushin Buttai X,"Horror, Sci-Fi",OVA,1,4.34,1328,42
6700,19727,Nexus,Music,Music,1,5.99,1884,42
11800,3108,Miboujin: Numeriau Nikuyoku to Midara ni Nureru Mitsusubo,Hentai,OVA,2,6.07,1363,42
2274,333,Mama wa Shougaku 4 Nensei,"Comedy, Drama, Sci-Fi",TV,51,7.31,1711,42
11341,5651,Helter Skelter: Hakudaku no Mura,Hentai,OVA,4,6.79,3898,42
11441,17541,Kotowari: Kimi no Kokoro no Koboreta Kakera,Hentai,OVA,2,6.61,2886,41
4460,10361,Macross F: Choujikuu Gekijou,"Comedy, Slice of Life",OVA,1,6.72,2177,41
6414,1267,Yoroiden Samurai Troopers Message,"Adventure, Fantasy, Samurai, Shounen",OVA,5,6.13,1299,41
4964,171,Strange Dawn,"Adventure, Drama, Fantasy",TV,13,6.59,1865,41
5932,3898,Mazinger Z tai Devilman,"Adventure, Demons, Mecha, Sci-Fi, Shounen",Movie,1,6.31,1481,41
6057,2823,Barbapapa,"Comedy, Fantasy",TV,45,6.26,1385,41
6150,6327,Miracle Train: Chuo-sen e Youkoso,"Fantasy, Shoujo",Special,1,6.24,2961,41
6684,20913,6♥Princess,"Magic, Music",Music,1,5.99,1807,41
1944,4114,Onegai My Melody: Kuru Kuru Shuffle!,"Comedy, Fantasy, Magic",TV,52,7.4,1962,41
6301,3818,Soratobu Toshi Keikaku,"Music, Sci-Fi",Music,1,6.18,1163,41
3602,2289,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,"Adventure, Comedy, Mecha, Sci-Fi",Movie,1,6.93,1396,41
11751,7573,Bakunyuu Bomb,Hentai,OVA,3,6.15,2164,41
11350,14995,JK to Ero Giin Sensei,Hentai,OVA,2,6.77,2659,41
11615,5324,Yakin Byoutou Kranke,Hentai,OVA,3,6.37,2175,41
7039,19945,Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,Comedy,Special,5,5.78,3265,41
3467,2090,Choujikuu Seiki Orguss 02,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",OVA,6,6.98,1556,41
2679,6909,Jungle Taitei: Yuuki ga Mirai wo Kaeru,Adventure,Special,1,7.19,1163,41
11161,30614,Ane Yome Quartet,Hentai,OVA,2,7.25,3921,41
11632,1274,Injuu Gakuen EX,"Demons, Hentai",OVA,4,6.34,1760,41
11740,2137,Haitokuzuma,Hentai,OVA,2,6.17,2446,41
2925,10819,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,"Comedy, Martial Arts, Slice of Life",Special,1,7.13,2077,41
6132,4444,Zero Duel Masters,"Adventure, Comedy, Game, Sports",TV,12,6.25,1217,41
3515,2682,Aoki Densetsu Shoot! (Movie),"Action, Shounen, Sports",Movie,1,6.96,1259,41
5495,2100,Silent Mobius 2,"Adventure, Demons, Fantasy, Sci-Fi, Seinen",Movie,1,6.44,1624,41
11839,6422,Cartagra: Tsuki Gurui no Yamai,Hentai,OVA,2,6.0,1923,41
5337,21703,Pokemon XY: New Year Special,"Action, Adventure, Comedy, Fantasy, Kids",Special,1,6.49,2270,41
12144,3160,Houkago Mania Club: Koi no Hoshii no,"Hentai, Yuri",OVA,2,5.46,1710,41
3391,2029,Sirius no Densetsu,"Drama, Fantasy, Romance",Movie,1,7.01,2007,41
5860,3120,Bobby ni Kubittake,"Drama, Romance, Slice of Life",Movie,1,6.33,1470,41
3076,4202,Mokke Specials,"Mystery, Slice of Life, Supernatural",Special,2,7.09,1331,41
6251,1099,Shadow Skill: Kurudaryuu Kousatsuhou no Himitsu,"Adventure, Drama, Fantasy, Shounen",OVA,1,6.2,1449,41
11525,5993,Samayou Midara na Lunatics,Hentai,OVA,2,6.48,1916,41
6110,2567,Pinocchio yori Piccolino no Bouken,"Adventure, Kids",TV,52,6.25,852,41
11241,21363,Tokubetsu Jugyou 3 SLG The Animation,Hentai,OVA,2,7.0,2601,41
2428,6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,"Action, Comedy, Romance, School, Sci-Fi",Special,1,7.27,1848,41
11332,11807,School,Hentai,OVA,2,6.81,2579,41
3823,5802,Fantascope: Tylostoma,"Fantasy, Supernatural",OVA,1,6.87,1575,41
11788,2469,Ogenki Clinic,"Comedy, Hentai, Yuri",OVA,3,6.1,1173,41
4548,6511,Beast Wars Neo,"Action, Adventure, Mecha, Shounen, Super Power",TV,35,6.69,1366,40
5263,33934,Trigger-chan,Action,ONA,1,6.51,5051,40
3675,3193,Asobot Senki Gokuu,"Comedy, Sci-Fi",TV,52,6.91,1633,40
6430,2305,Mobile Suit SD Gundam Mk III,"Mecha, Parody, Sci-Fi",OVA,6,6.12,1805,40
4936,2836,Chiisana Viking Vickie,"Adventure, Comedy, Historical, Kids",TV,78,6.59,1452,40
5690,19351,Nijiiro☆Prism Girl,"Comedy, Romance, School, Shoujo",OVA,4,6.38,1390,40
1557,1684,Dotto Koni-chan,Comedy,TV,26,7.5,1397,40
3189,21409,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,Music,Music,1,7.06,2408,40
5963,773,Tenamonya Voyagers,"Adventure, Comedy, Ecchi, Mecha, Sci-Fi",OVA,4,6.3,1755,40
2292,12623,Egomama,Music,Music,1,7.29,1471,40
4157,10732,Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,"Adventure, Comedy, Magic, Shounen, Supernatural",OVA,1,6.79,1626,40
773,29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,"Comedy, Drama, Slice of Life",Movie,1,7.85,3304,40
7216,1741,Hit wo Nerae! Specials,"Comedy, Ecchi",Special,4,5.63,1016,40
6597,2292,Bouken! Iczer 3,"Action, Adventure, Sci-Fi",OVA,6,6.04,1218,40
4201,32287,Kanamewo,"Drama, Romance, Shoujo Ai, Supernatural",ONA,1,6.79,3581,40
1619,3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,"Drama, Historical, Kids, Romance, Samurai",Movie,1,7.48,1478,40
1767,2555,Shoukoushi Cedie,"Drama, Shoujo, Slice of Life",TV,43,7.45,1501,40
3583,3367,Furusato Japan,Historical,Movie,1,6.94,1464,40
1160,2673,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,"Adventure, Comedy, Fantasy",Movie,1,7.65,1583,40
3485,9127,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,"Action, Comedy, Shounen, Supernatural",OVA,1,6.98,1664,40
5342,1662,Space Fantasia 2001 Nights,"Drama, Sci-Fi, Seinen, Space",OVA,1,6.49,1284,40
4012,3853,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-bu Special!!,"Action, Comedy, Kids, Shounen, Super Power",Special,1,6.82,1213,40
5532,13969,Thermae Romae x Yoyogi Animation Gakuin Collaboration,"Comedy, Historical, Seinen",Special,1,6.43,1260,40
11745,6691,Elf no Futagohime: Willan to Arsura,Hentai,OVA,1,6.16,1921,40
6090,2414,Assemble Insert,"Comedy, Police, Sci-Fi",OVA,2,6.25,1566,40
4803,33129,Joker Game: Kuroneko Yoru no Bouken,"Drama, Historical, Military, Seinen",Special,2,6.62,8011,40
11133,10048,Fuyu no Semi: Tokubetsu Henshuuhan,"Action, Drama, Historical, Military, Samurai, Yaoi",OVA,1,7.44,2322,40
11306,28311,Koi Maguwai,Hentai,OVA,1,6.83,2633,40
3399,9547,Alps no Shoujo Heidi (1979),"Drama, Historical, Slice of Life",Movie,1,7.0,1480,40
2767,6312,Taiho Shichau zo: Full Throttle Special,"Action, Adventure, Comedy, Police",Special,1,7.17,1536,40
6103,6932,Kemono to Chat,Comedy,OVA,1,6.25,1175,40
5331,3356,Mahoutsukai Sally,"Fantasy, Magic, School, Shoujo",TV,109,6.49,1478,40
11471,3917,Hitozuma Cosplay Kissa 2: Hitozuma LoveLove - Cosplay OVA,Hentai,OVA,2,6.56,1615,40
11778,3532,Shino-sensei no Yuuwaku Jugyou,Hentai,OVA,1,6.12,1388,40
3484,12863,Pretty Rhythm: Dear My Future,"Music, Shoujo, Slice of Life, Sports",TV,51,6.98,3347,40
4279,2224,Hikari no Densetsu,"Music, Romance, Shoujo, Sports",TV,19,6.76,2028,40
11852,8654,I☆Can,Hentai,OVA,3,5.99,4098,39
6268,29975,Gunslinger Stratos,"Action, Sci-Fi",ONA,1,6.19,2666,39
7118,5051,Macross XX,"Action, Mecha",Special,1,5.71,1609,39
11304,23665,Renai Fuyou Gakuha The Animation,Hentai,OVA,1,6.85,2057,39
1643,3125,Tokimeki Tonight,"Comedy, Fantasy, Romance, Shoujo, Vampire",TV,34,7.48,3057,39
11757,2435,Choubatsu Yobikou,"Hentai, School",OVA,2,6.14,1818,39
1526,2672,Doraemon Movie 05: Nobita no Makai Daibouken,Fantasy,Movie,1,7.51,1321,39
3393,12727,Thermae Romae Specials,"Comedy, Historical, Seinen",Special,2,7.01,1953,39
11493,4816,Gakuen 2,"Hentai, School",OVA,2,6.53,2217,39
11550,18959,Waisetsu Missile The Animation,Hentai,OVA,1,6.44,2179,39
11786,5211,Hime Dorei,Hentai,OVA,2,6.1,2313,39
5079,4154,Time Bokan Series: Yattodetaman,"Action, Adventure, Comedy, Fantasy, Mecha",TV,52,6.56,1012,39
11760,1405,Tokio Kidou Police,"Comedy, Hentai, Parody, Romance",OVA,2,6.14,1135,39
993,10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,7.73,1317,39
7512,14563,Maji de Otaku na English! Ribbon-chan: Eigo de Tatakau Mahou Shoujo,"Comedy, Magic",TV,12,5.36,3467,39
12092,2894,Kinbaku no Yakata: Ryakudatsu,Hentai,OVA,2,5.56,1443,39
3836,24371,Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,"Drama, Mecha, Military",Special,1,6.87,2078,39
3072,10720,Korekuraide Utau,Music,Music,1,7.09,1395,39
1854,332,Dokidoki Densetsu: Mahoujin Guru Guru,"Adventure, Comedy, Fantasy, Magic, Shounen",TV,38,7.42,1625,39
2373,2834,Miracle☆Girls,"Drama, Magic, Shoujo",TV,51,7.28,2033,39
12212,3635,Advancer Tina,"Hentai, Sci-Fi, Space",OVA,1,5.16,1487,39
7592,1287,Odin: Koushi Hansen Starlight,"Action, Adventure, Drama, Sci-Fi",Movie,1,5.26,1408,39
5660,31927,Phantom of the Kill: Zero kara no Hangyaku,"Action, Adventure, Fantasy",Movie,1,6.39,4893,39
11413,2377,Kisaku,Hentai,OVA,6,6.66,1563,39
6830,1973,X Densha de Ikou,"Dementia, Mystery, Supernatural",OVA,1,5.91,1129,39
7576,3306,Aoki Honoo,"Drama, Romance, Seinen",OVA,1,5.27,1312,39
11552,5321,Futari no Aniyome,Hentai,OVA,2,6.43,1958,39
4882,18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,"Comedy, Historical",Special,5,6.61,1993,39
11541,2861,Seifuku Shojo The Animation,Hentai,OVA,2,6.46,2552,39
3666,4075,Super Robot Taisen OG: Divine Wars Special,"Action, Comedy, Mecha",Special,1,6.92,1707,39
6480,28227,White Album 2 Picture Drama,"Drama, Ecchi",Special,2,6.1,2296,39
6818,1664,Babel Nisei (2001),"Action, Adventure, Mystery, Sci-Fi, Shounen, Supernatural",TV,13,5.91,1502,39
4942,3154,Gatchaman,"Action, Adventure, Martial Arts, Sci-Fi, Shounen, Super Power",OVA,3,6.59,1407,39
12067,5576,Shimai Ningyou,Hentai,OVA,1,5.63,1165,39
4117,1904,Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,"Demons, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",OVA,3,6.8,2051,39
5402,32993,Sore ga Seiyuu!: Petit Uchiage,"Comedy, Slice of Life",Special,1,6.47,1651,39
11780,2195,Heisa Byouin,Hentai,OVA,2,6.11,1387,39
3402,6246,Black Jack: Sora kara Kita Kodomo,Drama,OVA,1,7.0,1595,39
11790,8652,Arbeit Shiyo!!,Hentai,OVA,3,6.09,1841,39
7561,1053,Tokyo Daigaku Monogatari,"Comedy, Drama, Ecchi, Romance, School",OVA,2,5.29,1493,39
7799,4966,Jigazou,Comedy,Movie,1,4.97,1152,39
11354,22039,Mou Hasamazu ni wa Irarenai♥: Hoshi ni Onegai shitara Konnani Okkiku Nacchatta!,Hentai,OVA,1,6.77,1990,38
12066,2944,Seisai,"Dementia, Fantasy, Hentai, Horror",OVA,2,5.63,1729,38
4252,8245,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,"Adventure, Comedy, Sports",Movie,1,6.77,1779,38
11624,19101,Shin Hitou Meguri,Hentai,OVA,2,6.36,2702,38
7782,6346,Cherry no Manma,"Comedy, Romance, Shoujo",OVA,1,5.01,1061,38
12005,3976,Mamahaha,"Drama, Hentai, Romance",OVA,2,5.74,1546,38
4189,3381,Fushigi no Umi no Nadia Specials,"Adventure, Sci-Fi",Special,10,6.78,1927,38
11549,3427,Oni-Tensei,"Hentai, Horror, Supernatural",OVA,4,6.44,1387,38
11168,32667,Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,Hentai,OVA,4,7.24,3965,38
5075,8287,SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha",TV,51,6.56,2388,38
